ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,          NT11
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           153,       3.19323,   400.000E-03,            0.,NA,NA,"",       29.1043
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           154,       3.23195,  -599.881E-03,            0.,NA,NA,"",       29.0884
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           155,       3.23009,  -579.883E-03,            0.,NA,NA,"",       29.0887
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           156,       3.22822,  -559.886E-03,            0.,NA,NA,"",       29.0890
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           157,       3.22636,  -539.888E-03,            0.,NA,NA,"",       29.0893
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           158,       3.22450,  -519.890E-03,            0.,NA,NA,"",       29.0896
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           159,       3.22263,  -499.893E-03,            0.,NA,NA,"",       29.0900
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           160,       3.22077,  -479.895E-03,            0.,NA,NA,"",       29.0903
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           161,       3.21891,  -459.898E-03,            0.,NA,NA,"",       29.0907
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           162,       3.21704,  -439.900E-03,            0.,NA,NA,"",       29.0911
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           163,       3.21518,  -419.902E-03,            0.,NA,NA,"",       29.0916
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           164,       3.21331,  -399.905E-03,            0.,NA,NA,"",       29.0920
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           165,       3.21145,  -379.907E-03,            0.,NA,NA,"",       29.0925
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           166,       3.20959,  -359.909E-03,            0.,NA,NA,"",       29.0930
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           167,       3.20772,  -339.911E-03,            0.,NA,NA,"",       29.0935
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           168,       3.20586,  -319.914E-03,            0.,NA,NA,"",       29.0940
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           169,       3.20400,  -299.916E-03,            0.,NA,NA,"",       29.0945
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           170,       3.20213,  -279.919E-03,            0.,NA,NA,"",       29.0951
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           171,       3.20027,  -259.921E-03,            0.,NA,NA,"",       29.0957
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           172,       3.19841,  -239.924E-03,            0.,NA,NA,"",       29.0963
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           173,       3.19654,  -219.926E-03,            0.,NA,NA,"",       29.0969
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           174,       3.19468,  -199.928E-03,            0.,NA,NA,"",       29.0975
C:/temp/heatcool.odb,cool,Increment    157: Step Time =   0.2000,"PART-1-1",           175,       3.19282,  -179.931E-03,            0.,NA,NA,"",       29.0982
